age,gender,security_no,region_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active,email,phone_number
61,M,J6MO4FD,City,17-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,19:06:09,5,70.32,18141.47,16,,No,Yes,No,Not Applicable,No reason specified,0,Pro,47,39,1908,1255.0,0,jokoanggraini70264@yahoo.com,0813787393140
37,M,KUV5LH0,City,30-03-2015,No,xxxxxxxx,Without Offers,?,Fiber_Optic,7:19:18,14,-704.2872699,23495.29,29,735.83,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0,Pro,18,17,1955,356.71000000000004,4,harifauzi18355@yahoo.com,08225961251
49,F,4ZC9NRG,City,12-12-2017,?,CID26941,Without Offers,Both,Wi-Fi,2:31:18,13,499.51,17110.71,24,587.01,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,11,10,258,255.51,0,indahwilliams29700@yahoo.com,08533109328
30,M,WBFFZYW,Village,15-09-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,1:18:37,12,30.56,23229.21,21,992.7196782,Yes,No,Yes,No Information Available,No reason specified,1,Basic,19,16,279,504.82,0,lukmanwijaya76409@yahoo.com,081122048457
21,F,OMEZQOP,City,20-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,1:21:04,18,209.91,99284.31,1,826.94,No,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,62,43,9094,1687.7,0,dewianderson33954@yahoo.com,0813140136496
62,F,XT4LSWQ,Town,29-04-2016,Yes,CID57553,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23:55:18,12,42.5,21990.47,7,,Yes,No,No,Not Applicable,No reason specified,1,Pro,24,22,3164,393.89,4,juliasetiawan21977@yahoo.com,0812585766394
18,M,LL45C5O,,20-09-2016,Yes,CID49050,Without Offers,Both,Mobile_Data,16:56:18,-999,616.34,31162.54,21,773.97,Yes,No,Yes,Solved in Follow-up,Too many ads,0,Enterprise,40,35,9693,1018.14,0,linasafitri86592@gmail.com,08522705255
52,F,X532VW0,City,28-12-2015,Yes,CID40282,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:23:14,16,957.6332223,4863.98,21,517.58,Yes,No,Yes,Solved,Poor Customer Service,1,Basic,12,12,458,165.16,24,emmamartinez5800@yahoo.com,08827561595
12,F,BFWAP9X,City,03-05-2017,Yes,CID17481,Without Offers,?,Mobile_Data,20:34:44,20,211.94,15290.02,8,585.35,Yes,Yes,No,Not Applicable,Too many ads,1,Basic,16,13,380,265.15,10,kevinriyadi56382@gmail.com,0877018216
62,F,1ATN6GR,Village,01-07-2017,?,CID13293,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:33:41,-999,159.3,31567.51,29,,No,Yes,No,Not Applicable,No reason specified,1,Basic,12,12,246,318.22,7,steveputri96015@gmail.com,089533619605
31,M,YPR8A3C,Town,24-06-2017,Yes,CID17290,Credit/Debit Card Offers,Desktop,Wi-Fi,4:25:53,10,83.83,4132.75,9,724.39,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,31,28,1528,550.11,3,rudisafitri89543@gmail.com,0895228303
12,M,TMN0O04,City,16-01-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,3:39:24,17,207.37,46641.38,21,570.18,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Basic,13,12,233,318.38,11,ekoanggraini58459@gmail.com,085200757459
44,M,O467N0L,City,08-09-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,3:44:45,13,-663.4434859,21207.52,11,726.59,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,52,39,14035,1217.69,2,johnmartin73850@yahoo.com,08954324141
36,M,LGMFAH3,City,25-03-2016,Yes,CID6745,Gift Vouchers/Coupons,Smartphone,Wi-Fi,1:49:03,11,31.71,49218.54,19,635.21,No,Yes,Yes,No Information Available,Poor Customer Service,1,Pro,17,16,2523,236.77,4,dwilestari12801@gmail.com,085385253215
14,M,JTN31OZ,Town,13-10-2015,Yes,CID30640,Without Offers,Smartphone,Mobile_Data,13:27:42,18,231.56,1688.43,23,712.17,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,16,14,311,435.88,1,sintakurniawan79518@gmail.com,087749169111
23,M,1H3LTG5,City,02-01-2017,Yes,CID24746,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10:13:25,2,31.22,17001.02,25,738.66,Yes,No,No,Not Applicable,Poor Website,0,Pro,18,16,2088,218.82,0,sitijohnson32743@yahoo.com,08126446159
35,M,389WSXY,Town,02-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,6:37:48,5,77.55,4947.89,14,561.19,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Basic,26,23,308,656.19,3,gilangwijaya23866@gmail.com,08221988850
52,M,D05D3E3,City,03-09-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,18:36:36,18,41.01,33242.06,23,509.95,No,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,11,11,321,171.54,7,johnpratama6916@gmail.com,0822024343
48,M,D4XTVNV,,19-08-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,13:41:06,2,279.99,27568.31,5,1220.506699,Yes,No,Yes,Solved,Poor Customer Service,0,Enterprise,37,30,9294,708.61,4,janeputri1878@gmail.com,08216750254
60,M,ASJ8UP1,Town,15-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,6:02:24,7,100.55,27584.53,27,715.36,Yes,No,No,Not Applicable,No reason specified,1,Basic,10,10,426,200.6,15,putrilopez15933@yahoo.com,08216267007
59,F,QTG7D8T,Town,20-01-2016,?,CID9661,Without Offers,Desktop,Wi-Fi,0:48:40,9,-1015.845284,9002.79,14,623.94,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,12,12,337,92.37,3,mayahernandez22985@gmail.com,0895220476708
52,M,D71SD6S,Village,20-01-2015,Yes,CID42074,Without Offers,?,Fiber_Optic,16:18:29,7,1337.92,18968.73,28,697.27,Yes,Yes,No,Not Applicable,No reason specified,1,Pro,22,22,2340,334.97,1,rudiyanti23958@gmail.com,0878966380155
41,F,P79SYL4,Village,19-07-2017,Yes,CID19906,Credit/Debit Card Offers,?,Mobile_Data,15:18:52,18,892.8750335,50598.22,1,841.7488854,No,Yes,No,Not Applicable,Reasonable Price,0,Enterprise,67,45,12685,1566.74,0,dewiprasetyo22379@yahoo.com,0822603167512
11,F,UMJ5MGX,,24-05-2015,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,0:42:30,8,285.85,21167.24,17,530.68,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,17,17,291,349.01,4,sintakusuma70868@gmail.com,0881743030564
54,M,DTK5KPP,City,29-01-2015,Yes,CID15887,Gift Vouchers/Coupons,?,Wi-Fi,0:19:15,22,497.38,42609.06,14,734.3,No,Yes,No,Not Applicable,Poor Website,0,Pro,13,12,2010,267.52,4,andiputri93516@yahoo.com,0813546224
53,F,34749CA,City,04-01-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,8:23:54,3,1113.191146,1993.04,Error,,No,Yes,No,Not Applicable,Too many ads,1,Basic,12,11,256,256.48,4,annataylor87669@yahoo.com,08820990544
53,M,8IF27P0,Town,02-12-2015,Yes,CID18630,Credit/Debit Card Offers,?,Fiber_Optic,3:24:51,20,30.48,6875.8,18,736.73,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,32,28,10306,548.06,0,oliviajackson11179@gmail.com,0812469427
62,M,X35HX9B,Village,08-07-2016,?,CID19722,Gift Vouchers/Coupons,Both,Fiber_Optic,17:22:12,21,206.4,33484.08,10,755.6886209,Yes,No,Yes,No Information Available,Poor Product Quality,1,Basic,12,12,446,176.9,11,ruditaylor56897@yahoo.com,08132259828
49,M,MSMIFH4,City,08-12-2017,No,xxxxxxxx,Without Offers,Both,Wi-Fi,4:01:43,11,399.22,25897.98,9,624.38,Yes,No,Yes,No Information Available,Poor Customer Service,1,Basic,13,9,282,208.22,5,rudinovita77357@yahoo.com,08524371003
36,F,UHJW1D0,City,05-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:57:13,16,99.17,32265.46,23,638.01,No,Yes,Yes,Solved,Too many ads,1,Basic,11,11,315,224.59,0,linautama43165@gmail.com,08951844221
62,M,D1YV8HE,,29-09-2016,Yes,xxxxxxxx,Without Offers,Both,Wi-Fi,20:22:52,19,209.95,34622.59,25,413.7916961,Yes,Yes,No,Not Applicable,No reason specified,0,Enterprise,32,29,12579,556.5,1,indrautama867@gmail.com,0813370210
47,F,IK897SU,Town,28-09-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,5:51:25,13,155.14,49833.92,28,690.17,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Basic,16,12,487,350.89,4,michaelpertiwi23826@yahoo.com,0858874761
16,F,SBXU0XV,Village,26-02-2016,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,17:32:01,17,601.4,37723.53,15,661.2,Yes,No,Yes,No Information Available,Too many ads,1,Pro,19,16,2214,350.87,8,ayutaylor83701@yahoo.com,0882211845335
46,M,M2V7RWY,Town,24-05-2016,?,CID26378,Without Offers,Desktop,Fiber_Optic,15:28:32,21,75.1,26479.87,16,548.73,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,18,17,270,444.92,8,indrataylor50913@gmail.com,088178569637
24,F,SOZA4L6,City,06-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,13:00:43,3,90.83,11228.86,11,640.86,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,43,36,2715,1132.98,4,kevinwilliams55353@gmail.com,08576667072
24,F,TSKD7AJ,Town,29-08-2017,Yes,CID10583,Without Offers,Desktop,Mobile_Data,13:26:20,5,609.39,41787.01,26,575.24,Yes,No,No,Not Applicable,Poor Website,1,Basic,13,12,240,242.86,2,annafirmansyah11629@yahoo.com,0881518704
19,M,5ZG0ZP2,,19-04-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,0:45:00,13,31.1,16316.26,12,675.14,No,Yes,No,Not Applicable,No reason specified,1,Basic,12,11,368,213.96,0,dwisari96403@gmail.com,08776642591
17,F,9I4NKMQ,Village,09-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:05:16,10,95.75,33196.17,19,,Yes,No,Yes,Unsolved,User Friendly Website,0,Enterprise,49,40,16022,1199.47,0,putrihandayani10254@yahoo.com,08587977322
39,F,4FPPYI9,Town,03-10-2015,?,CID19852,Credit/Debit Card Offers,?,Mobile_Data,20:36:02,18,39.89,25695.83,10,,No,Yes,No,Not Applicable,No reason specified,0,Enterprise,28,25,11027,497.74,0,annapertiwi36288@gmail.com,0895182151
26,F,YT4BZB2,Village,28-01-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,22:54:03,4,362.79,46303.43,21,875.2421438,No,Yes,Yes,No Information Available,Poor Customer Service,1,Basic,18,15,365,425.28,2,lukmankusumawati78141@yahoo.com,08825817981
19,M,XJOKNQ3,Town,25-10-2015,Yes,CID56580,Without Offers,Smartphone,Wi-Fi,2:50:07,8,38.26,89231.98,3,518.6868327,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,39,30,8876,816.38,0,ninawati57920@yahoo.com,081306597183
34,F,FEWGYI2,Town,21-03-2016,Yes,CID2373,Credit/Debit Card Offers,Desktop,Fiber_Optic,3:01:02,19,32.01,16792.04,27,674.61,No,Yes,No,Not Applicable,Too many ads,1,Pro,11,11,2077,179.61,6,rudiwijaya79623@yahoo.com,0857741021
44,M,ATSU5HD,Village,13-01-2017,Yes,CID51626,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:14:50,7,238.49,14898.61,Error,601.35,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Basic,17,16,233,438.5,5,fajardavis72925@yahoo.com,0877407996
13,M,4FPZF1O,Town,02-04-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,6:55:22,15,34.46,35096.12,13,1005.908009,No,Yes,Yes,Solved,Poor Website,0,Pro,35,26,1625,891.37,3,ranijackson11841@yahoo.com,0895402868
23,M,0CMY008,Town,08-06-2016,?,CID6581,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18:28:58,13,247.35,15318.18,5,789.0,Yes,Yes,No,Not Applicable,Poor Website,0,Pro,17,14,1621,220.48,5,davidwilson51803@yahoo.com,08228895411
21,F,UUL1T1B,City,23-08-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:59:00,6,35.27,2751.19,10,669.84,Yes,No,Yes,Solved,Too many ads,1,Basic,13,11,268,297.73,5,christhomas32184@yahoo.com,0895986684
18,F,KG9AX5V,City,20-12-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,19:56:52,14,91.86,3164.35,Error,713.18,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,56,40,9902,1739.09,0,mariapurnama97557@yahoo.com,08118158894
46,M,DZ1RJRM,City,29-09-2016,Yes,CID60952,Gift Vouchers/Coupons,Both,Mobile_Data,1:59:17,19,288.08,8202.74,7,685.38,Yes,Yes,No,Not Applicable,Too many ads,1,Pro,14,11,2258,264.32,16,mayabrown34126@yahoo.com,088121476178
41,F,GZPUVXX,Village,12-07-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,13:29:05,13,267.92,2278.12,12,,No,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,42,28,8776,681.66,0,andigarcia95195@yahoo.com,08777409705
41,F,1U9FCDD,City,21-04-2017,Yes,CID61877,Credit/Debit Card Offers,Both,Wi-Fi,16:22:33,5,223.79,14427.28,22,537.94,No,Yes,No,Not Applicable,No reason specified,1,Basic,7,7,233,132.51,4,dwiprasetyo66192@gmail.com,088160174786
44,M,XXEW3WT,Village,16-06-2017,Yes,CID60077,Without Offers,Desktop,Fiber_Optic,22:56:56,7,-23.85706532,24775.97,27,571.73,Yes,No,Yes,No Information Available,Poor Customer Service,1,Basic,22,16,218,477.2,1,agussafitri83531@gmail.com,0878322032
54,F,UUSGJ0Z,City,30-11-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,9:04:00,5,373.6,4361.19,26,884.3492422,No,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,12,12,233,282.71,7,citragunawan50388@gmail.com,0857645473
25,F,OOSP3VU,City,23-08-2016,Yes,CID9320,Without Offers,Desktop,Fiber_Optic,16:25:52,16,824.37,42255.34,14,941.3847661,No,Yes,Yes,Unsolved,No reason specified,1,Basic,16,14,208,376.68,5,kevinsusanti92954@gmail.com,085836457326
49,F,85DJZKA,,23-12-2015,?,CID26698,Gift Vouchers/Coupons,?,Fiber_Optic,8:10:50,13,541.8,43265.72,18,-56.22264429,Yes,Yes,No,Not Applicable,No reason specified,0,Basic,9,9,563,165.14,2,michaelhernandez53973@gmail.com,08778676942
57,F,9A9FV83,City,26-02-2015,No,xxxxxxxx,Without Offers,?,Wi-Fi,11:35:03,11,308.71,36362.13,9,652.63,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,4,4,271,64.02000000000001,0,rudigonzalez54035@gmail.com,0877104216
61,M,APPWADG,,08-01-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,7:54:14,9,83.17,5644.96,7,729.58,No,Yes,No,Not Applicable,Reasonable Price,0,Enterprise,42,37,7618,917.27,2,budisafitri161@gmail.com,088255755756
43,M,1N69WDA,Village,17-10-2017,?,CID36204,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:56:41,9,135.1,7796.27,Error,275.0813155,Yes,No,No,Not Applicable,Poor Website,1,Basic,20,19,347,529.53,0,sarisantoso62004@yahoo.com,081355908966
23,M,AVDG9HP,City,28-02-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,6:28:38,7,259.39,27918.99,13,688.59,Yes,No,No,Not Applicable,Too many ads,1,Basic,18,16,338,232.15,2,ninawilson64708@yahoo.com,081336513966
13,M,96D40AS,Town,01-06-2016,Yes,CID62019,Credit/Debit Card Offers,Desktop,Fiber_Optic,12:59:37,14,34.84,12588.45,9,1235.38859,Yes,No,Yes,No Information Available,Poor Customer Service,1,Basic,18,17,272,481.07,0,sariprasetyo45411@gmail.com,0881318231
57,F,PORRI2Z,Town,20-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,2:33:22,9,149.54,37878.7,Error,,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,47,38,10993,1372.87,0,janejohnson92832@yahoo.com,0852878300052
17,M,A28FM21,Town,27-02-2017,Yes,CID14511,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22:05:57,3,31.26,90696.87,8,,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0,Pro,38,31,1711,870.17,0,aguspertiwi33907@gmail.com,0877371746
26,M,VVK7QTU,City,01-08-2017,Yes,CID20073,Gift Vouchers/Coupons,Desktop,Mobile_Data,2:44:59,8,55.72,13571.71,20,609.7,Yes,No,No,Not Applicable,Poor Website,1,Basic,19,14,513,496.42,2,ekoyanti80082@yahoo.com,089657545944
40,M,7KMZBST,City,27-01-2015,Yes,CID42390,Without Offers,Desktop,Wi-Fi,14:39:01,18,56.69,27347.47,10,738.86,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0,Enterprise,22,19,14990,310.07,1,ekosaputra23746@yahoo.com,085751488615
36,M,UNC6JTS,,29-01-2017,Yes,CID59126,Credit/Debit Card Offers,Desktop,Wi-Fi,23:35:57,12,1678.15,36151.58,19,799.04,Yes,No,No,Not Applicable,User Friendly Website,0,Enterprise,28,26,14790,539.64,1,mariaramadhan53964@gmail.com,089508073287
40,F,DXD4M3T,Town,08-03-2016,No,xxxxxxxx,,Desktop,Wi-Fi,7:35:56,15,259.23,10846.19,18,703.05,No,Yes,Yes,No Information Available,No reason specified,0,Pro,20,16,1419,292.66,6,saripurnama84673@yahoo.com,0858672814
39,F,98WHJHG,City,02-10-2016,Yes,CID54213,Credit/Debit Card Offers,Both,Mobile_Data,0:37:43,11,549.79,96877.08,Error,763.19,Yes,No,Yes,Solved,Reasonable Price,0,Enterprise,23,19,11388,365.0,7,indahhernandez36744@yahoo.com,0877242193441
25,M,Q1FFLDA,,06-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10:48:36,13,197.06,80174.89,16,,Yes,No,Yes,Solved,User Friendly Website,0,Pro,23,22,2869,346.36,2,kevinpertiwi14276@gmail.com,0896362626
31,M,5SK208F,City,12-04-2015,Yes,CID22299,Credit/Debit Card Offers,Both,Fiber_Optic,9:46:02,5,-724.3024247,28590.88,20,792.89,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,48,34,11488,1083.25,0,stevesantoso11361@yahoo.com,0811072811488
29,M,QJ1YB6G,Town,30-09-2015,?,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,7:28:42,23,33.89,43805.28,19,791.86,No,Yes,No,Not Applicable,Too many ads,0,Pro,40,34,1395,1335.71,2,oliviaastuti39436@gmail.com,0822640945
40,M,UI4QSXP,City,04-10-2016,?,CID51178,Gift Vouchers/Coupons,Desktop,Mobile_Data,4:20:13,10,141.62,23297.14,14,705.56,Yes,No,No,Not Applicable,Poor Website,0,Pro,25,20,2277,657.92,2,haripratama61070@yahoo.com,088256017024
52,M,NHFQQHZ,Town,06-10-2017,Yes,CID22988,Credit/Debit Card Offers,Smartphone,Mobile_Data,20:16:04,15,564.44,48665.09,5,795.58,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,56,41,8492,1656.87,0,jokosusanti45101@gmail.com,08815840813
29,F,86FJX65,Town,24-08-2017,Yes,CID8940,Credit/Debit Card Offers,Desktop,Mobile_Data,18:37:17,-999,291.76,2750.37,19,530.27,Yes,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,12,10,211,165.99,1,ditanugroho50217@gmail.com,08585000121
38,F,XJXR8CH,City,09-03-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,2:17:49,14,40.76,4118.66,8,717.59,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,32,30,1584,756.76,2,andidavis45928@gmail.com,0852800174
26,F,SE4210C,Town,07-09-2016,?,CID40719,Without Offers,Desktop,Mobile_Data,18:47:56,14,30.39,42350.38,19,695.52,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,6,6,423,98.99,22,sarahsetiawan79726@gmail.com,0882640470930
53,F,FF3EIDN,Town,24-09-2015,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,23:47:37,14,-906.7668015,25196.99,21,652.03,Yes,No,No,Not Applicable,Poor Product Quality,1,Pro,35,32,2265,862.28,0,janeprasetyo1394@yahoo.com,0812039211
57,F,3P0DZ2I,Village,16-12-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,2:56:11,14,209.4,7593.98,20,983.9766687,Yes,No,No,Not Applicable,Too many ads,0,Pro,19,16,2730,518.8199999999999,4,steveputri77497@yahoo.com,08217035171
37,M,7Z2RHA0,Town,24-06-2015,Yes,CID6130,Credit/Debit Card Offers,Desktop,Wi-Fi,15:12:36,22,32.48,12631.99,21,635.57,No,Yes,Yes,No Information Available,Poor Customer Service,1,Pro,41,27,2267,1149.87,0,sarikurnia52571@gmail.com,08217189316
58,F,88W4BP7,Town,11-04-2016,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,6:11:43,21,31.11,9114.37,9,772.71,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,33,24,8898,634.5,7,johnutama89392@gmail.com,08952928078
44,M,7DU0OXX,Town,13-11-2015,?,CID47090,Gift Vouchers/Coupons,?,Wi-Fi,19:58:47,16,114.41,26087.81,11,486.1837051,Yes,No,No,Not Applicable,Poor Website,0,Pro,20,18,1616,348.22,12,davidsyahputra93809@yahoo.com,08959621532
15,F,CR2LYYC,City,03-06-2015,?,CID18150,Gift Vouchers/Coupons,?,Fiber_Optic,5:37:23,15,97.48,14999.52,Error,493.2261111,Yes,No,Yes,No Information Available,No reason specified,0,Enterprise,39,32,10573,951.04,0,hendragarcia32984@yahoo.com,082145121105
49,M,0TKUG5R,City,17-11-2017,Yes,CID21349,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3:33:52,14,34.67,35505.67,24,588.04,Yes,No,Yes,No Information Available,No reason specified,1,Basic,14,13,273,272.13,14,robertyanti28717@gmail.com,087836372523
59,F,9NV5MQC,,12-11-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,12:33:16,19,56.03,10794.07,6,673.49,No,Yes,Yes,Solved,Poor Website,1,Basic,13,11,227,297.49,4,dimaswibowo25154@gmail.com,0896471760
34,F,FD87MT4,Village,27-04-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,22:01:12,21,62.16,24260.31,23,590.4,Yes,No,Yes,Unsolved,Poor Customer Service,1,Basic,19,18,311,557.4300000000001,10,fajarnovita13734@yahoo.com,085296511171
25,M,GAJI0R2,City,08-09-2016,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:41:57,13,46.2,33510.2,6,666.26,Yes,No,No,Not Applicable,Too many ads,1,Basic,9,9,207,214.3,15,dwisyahputra45222@gmail.com,081303775713
50,F,MGANR5F,Town,20-05-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,17:23:21,17,189.44,30162.58,12,753.43,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,41,33,14016,1081.83,0,emmamelati5974@gmail.com,088293312273
54,F,KO9RZG7,City,24-09-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,14:29:11,18,308.19,48299.59,28,241.6444841,Yes,No,Yes,Unsolved,Poor Website,0,Pro,49,35,1867,1245.4,0,bambangmartinez3420@yahoo.com,08774075042
21,M,7HW7E9U,City,09-03-2017,Yes,CID56926,Without Offers,?,Wi-Fi,20:22:31,10,303.01,16479.93,15,700.23,No,Yes,Yes,Unsolved,Poor Website,0,Pro,22,19,1677,295.7,1,gilangwahyudi26552@gmail.com,08219982389
56,F,1A30H65,Town,27-11-2015,Yes,CID11064,Gift Vouchers/Coupons,Both,Fiber_Optic,13:15:46,14,263.88,28323.75,22,650.81,Yes,Yes,Yes,Solved,Poor Website,1,Basic,15,15,275,309.9,0,fajaryanti87813@gmail.com,0811173107
52,M,FHRV3Y7,City,25-01-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,11:36:39,17,491.21,32488.47,21,697.01,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,14,14,450,235.99,9,nandasmith47392@gmail.com,0812872679
11,F,EXQ3BYV,City,26-10-2015,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,3:17:24,5,691.89,29708.92,26,784.26,Yes,Yes,Yes,Unsolved,Too many ads,0,Pro,32,27,1360,734.0,12,sintamartinez73916@gmail.com,08224492918
61,M,ZVC360C,,04-08-2015,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,0:01:42,14,89.31,12060.08,7,593.74,Yes,No,Yes,Solved,No reason specified,1,Basic,19,17,316,522.68,2,ninajohnson56542@gmail.com,087762002076
50,M,AEU8R96,City,22-03-2017,Yes,CID52109,Without Offers,Both,Fiber_Optic,16:35:31,13,-432.6526397,16955.7,20,674.0,No,Yes,No,Not Applicable,No reason specified,1,Pro,30,27,1421,686.39,6,ninanovita24174@gmail.com,0895463712818
32,M,002F9PP,,11-08-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,3:17:08,4,281.51,14338.58,16,703.79,No,Yes,No,Not Applicable,Poor Website,1,Basic,16,16,327,320.14,1,jokomahendra19683@gmail.com,0896284071968
30,M,3N2GSK4,City,10-07-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,8:17:09,19,92.44,15551.17,10,509.22,No,Yes,No,Not Applicable,Too many ads,1,Basic,5,4,349,44.46,36,juliamelati62989@yahoo.com,08772163360
11,F,HUEB03U,City,26-04-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,13:57:39,-999,383.25,2891.07,22,,Yes,Yes,Yes,Solved,Poor Product Quality,0,Pro,43,36,2131,1148.94,1,janekusuma16146@yahoo.com,0881854338657
27,F,GACJDWU,City,13-08-2015,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,17:23:04,3,193.0,99529.47,19,755.57,Yes,No,No,Not Applicable,Reasonable Price,0,Pro,21,19,1556,343.36,15,dwiastuti26107@yahoo.com,0877933427877
35,M,Q8DJ73I,,16-01-2016,Yes,CID15649,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17:05:10,21,100.26,28900.22,22,114.3172046,No,Yes,No,Not Applicable,Poor Website,1,Basic,14,13,336,263.7,7,putriputri36181@yahoo.com,0821490219
23,M,IUVF62N,Town,18-11-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:05:21,2,-738.0718961,41530.18,15,300.2676481,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0,Pro,30,24,2038,577.5,0,davidramadhan66953@yahoo.com,0853821296526
